prefecture,prefecture_code,fiscal_year,fund_total_million_yen,fiscal_adjustment_fund_million_yen,debt_reduction_fund_million_yen,other_specific_funds_million_yen,cash_deposit_million_yen,trust_million_yen,securities_million_yen,local_bonds_million_yen,equity_contributions_million_yen,source_other_million_yen,other_assets_million_yen,standard_financial_scale_million_yen,revenue_total_million_yen,expenditure_total_million_yen,securities_ratio_pct,cash_deposit_ratio_pct,local_bond_ratio_pct,local_bond_share_of_securities_pct,fund_to_standard_scale_pct,securities_to_standard_scale_pct,securities_ratio_yoy_change_pt
宮城県,040002,2024,180804.616,21204.088,19763.785,139836.743,162639.322,0.0,18165.294,974.958,0.0,0.0,0.0,495008.192,1019172.895,997507.909,10.046919377323862,89.95308062267613,0.5392329142747108,5.367146824048099,36.525580570593874,3.6696956320270355,4.221367119685855
秋田県,050008,2024,74436.862,16877.983,27452.504,30106.375,67528.977,0.0,6650.0,650.0,0.0,257.885,257.885,327620.847,633863.121,616844.972,8.933745756235668,90.71980627017835,0.8732232694064939,9.774436090225564,22.720429020806478,2.029785363444836,7.587978266125489
山形県,060003,2024,58753.508,17403.254,18301.89,23048.364,56522.6,0.0,2204.756,0.0,0.0,26.152,26.152,335547.047,674209.779,661550.29,3.7525521029314537,96.20293651231854,0.0,0.0,17.509767564725433,0.6570631509685138,1.2222472179100197
福島県,070009,2024,506894.144,29396.995,29929.775,447567.374,424285.198,0.0,82483.065,4899.223,0.0,125.881,125.881,509718.963,1191872.923,1152505.464,16.272246577778578,83.70291963759597,0.9665179718469977,5.939671373754115,99.44580853273061,16.18206717571149,1.3635171280932266
茨城県,080004,2024,232513.124,73899.936,47259.028,111354.16,232320.129,0.0,0.0,0.0,0.0,192.995,192.995,685897.219,1257450.634,1228516.378,0.0,99.91699608319743,0.0,,33.8991203870153,0.0,0.0
栃木県,090000,2024,114068.361,29537.222,33609.794,50921.345,102238.231,0.0,11536.689,6390.0,0.0,293.441,293.441,465236.085,921925.761,901765.533,10.113837788902744,89.62891208720005,5.601903931976369,55.38850878271921,24.518382102712433,2.479749394331697,3.1844983650733303
群馬県,100005,2024,123062.568,83283.029,5707.638,34071.901,120995.401,0.0,1996.961,1696.961,0.0,70.206,70.206,470478.105,900241.34,881483.396,1.622720078456351,98.32023089263015,1.3789416453588066,84.977172814091,26.1569171215736,0.4244535460369617,-0.616226028103243
埼玉県,110001,2024,299195.853,120372.301,50394.461,128429.091,111034.465,0.0,188161.388,184919.858,0.0,0.0,0.0,1324399.67,2167885.474,2116066.737,62.889036099039785,37.110963900960215,61.80562201843085,98.27726079486617,22.591054632322585,14.207296502875149,0.6963738116924958
千葉県,120006,2024,434114.127,103707.482,57168.504,273238.141,434014.127,0.0,100.0,0.0,0.0,0.0,0.0,1179533.775,2127664.5,2083355.04,0.02303541713582613,99.97696458286417,0.0,0.0,36.80387422564479,0.008477925950022076,-0.0016644519758624646
東京都,130001,2024,2528117.913,715774.33,0.0,1812343.583,2176492.768,0.0,245686.957,0.0,0.0,105938.188,105938.188,4461185.035,9533664.698,8888808.019,9.718176345202771,86.0914262269222,0.0,0.0,56.6692009671372,5.5072128834037475,5.704165135098591
神奈川県,140007,2024,399360.685,79623.013,70604.648,249133.024,381752.702,0.0,17395.809,17395.809,0.0,212.174,212.174,1449789.663,2342944.916,2291196.569,4.3559142533021245,95.59095733221712,4.3559142533021245,100.0,27.546112045909933,1.1998850208383645,-0.15886822669612854
新潟県,150002,2024,135045.321,53099.991,44707.183,37238.147,132005.087,0.0,2961.403,420.0,0.0,78.831,78.831,559489.8,1119989.979,1094763.378,2.1928956724091164,97.74873059096953,0.3110067027053829,14.18246689153756,24.137226630405056,0.5293041982177332,-0.4175734944828382
富山県,160008,2024,63471.192,3734.377,29455.919,30280.896,57982.578,0.0,5365.132,560.0,0.0,123.482,123.482,314589.744,618553.65,589846.555,8.452861575374225,91.35259032160606,0.8822900316729517,10.437767421192993,20.175861804318707,1.705437669957861,-15.13108686384642
石川県,170003,2024,267675.274,16841.382,64924.749,185909.143,267005.94,0.0,10.029,0.0,0.0,659.305,659.305,320385.935,1045970.686,1012339.392,0.0037467039260413726,99.74994552541303,0.0,0.0,83.54776060940378,0.0031302872268721784,-0.0032538772708791746
福井県,180009,2024,43509.865,10621.987,3666.882,29220.996,42609.865,0.0,900.0,0.0,0.0,0.0,0.0,270199.824,522766.299,511183.883,2.0684964202945704,97.93150357970542,0.0,0.0,16.102847276466026,0.3330868194792014,0.1630911942719091
山梨県,190004,2024,100686.08,26285.746,20222.814,54177.52,67384.011,0.0,33302.069,1800.0,0.0,0.0,0.0,274969.974,568965.159,545069.002,33.075147031248015,66.92485296875198,1.787734709703665,5.405069576908269,36.61711805667917,12.1111656358523,23.416070670568665
長野県,200000,2024,146559.31,44677.358,15762.086,86119.866,140086.015,0.0,6419.927,4119.927,0.0,53.368,53.368,534358.773,1047872.878,1027999.156,4.38042932925926,95.58315674384657,2.8110987967942807,64.17404746191039,27.42713648681875,1.2014263308445765,0.045944220582195605
岐阜県,210005,2024,104932.751,30508.537,40730.097,33694.117,87936.037,0.0,16996.714,11863.026,0.0,0.0,0.0,499987.218,897648.092,881494.964,16.197720766893838,83.80227923310616,11.305360706687276,69.7959970380157,20.987086713884757,3.3994297030209277,-21.6590585740092
静岡県,220001,2024,134484.874,4195.604,68029.788,62259.482,103835.74,0.0,30649.134,19396.22,0.0,0.0,0.0,749388.142,1311457.126,1295659.466,22.790023211086176,77.20997678891382,14.422603392556995,63.284724455836184,17.94595703650726,4.089887774071557,2.5756563895097493
愛知県,230006,2024,508506.815,283507.444,100277.22,124722.151,504031.713,0.0,4196.504,4196.504,0.0,278.598,278.598,1475278.78,2865466.535,2779462.116,0.8252601295028857,99.1199524041777,0.8252601295028857,100.0,34.46852363727484,0.2844549828067072,-0.3334357698733358
三重県,240001,2024,118416.029,59307.134,28216.455,30892.44,115992.335,0.0,2423.694,2423.694,0.0,0.0,0.0,458694.146,811549.999,774973.766,2.046761760605906,97.9532382393941,2.046761760605906,100.0,25.815901517958327,0.5283900004252506,0.07935953554550013
滋賀県,250007,2024,94893.134,31728.299,14325.415,48839.42,91579.046,0.0,3145.084,0.0,0.0,169.004,169.004,363762.355,629756.938,621956.154,3.314343058792852,96.50755764900755,0.0,0.0,26.08657347184813,0.8645985371410959,0.8501822044558365
京都府,260002,2024,40942.949,1487.452,0.0,39455.497,39742.949,0.0,1200.0,1200.0,0.0,0.0,0.0,554905.11,1047275.458,1037555.668,2.9309075904620356,97.06909240953796,2.9309075904620356,100.0,7.378369429685014,0.21625318966696847,-4.390717071852617
大阪府,270008,2024,492472.474,355192.722,9898.055,127381.697,485477.235,0.0,4996.836,1521.832,0.0,1998.403,1998.403,1751270.393,3316968.053,3279987.111,1.0146426985886727,98.57956751507699,0.30901869248432356,30.455912501430905,28.120870196199338,0.2853263562253348,-0.2641305019499316
兵庫県,280003,2024,122663.096,18290.399,0.0,104372.697,115079.856,0.0,5301.0,0.0,0.0,2282.24,2282.24,1151101.969,2426324.829,2407333.062,4.321593187245168,93.81783091468684,0.0,0.0,10.656145094301372,0.4605152404182883,0.04744715620178308
奈良県,290009,2024,185826.454,30176.777,20264.821,135384.856,141533.101,0.0,44200.0,0.0,0.0,93.353,93.353,347203.691,575287.133,567338.923,23.785633879662797,76.16412946242842,0.0,0.0,53.520875156825454,12.730279413993904,5.590393007712379
和歌山県,300004,2024,82457.827,14521.321,30446.927,37489.579,82457.827,0.0,0.0,0.0,0.0,0.0,0.0,310205.791,662035.723,644047.629,0.0,100.0,0.0,,26.581653016271385,0.0,0.0
鳥取県,310000,2024,61466.029,4010.366,10212.122,47243.541,53174.327,0.0,8291.702,8291.702,0.0,0.0,0.0,220592.361,388615.12,375323.514,13.489893742769684,86.51010625723032,13.489893742769684,100.0,27.864078665897228,3.758834604431293,0.17986924636366375
島根県,320005,2024,53895.939,18443.966,10202.159,25249.814,23640.256,0.0,30255.683,3712.519,0.0,0.0,0.0,279820.319,537598.706,509639.149,56.137222138387834,43.86277786161217,6.8883093399671536,12.27048485403552,19.260909712564512,10.812539671216657,4.395590299322343
岡山県,330001,2024,109646.5,38153.964,21012.161,50480.375,96152.41,0.0,13494.09,7722.338,0.0,0.0,0.0,438633.541,742640.366,733805.981,12.30690446115471,87.69309553884528,7.042940723142098,57.22755665628434,24.997290391890026,3.0763926464073115,-0.009685628653446798
広島県,340006,2024,162544.074,32901.016,8688.151,120954.907,161516.745,0.0,0.0,0.0,0.0,1027.329,1027.329,599882.425,1094294.344,1074265.129,0.0,99.36796896083705,0.0,,27.095988684782686,0.0,0.0
山口県,350001,2024,91210.479,24493.374,4417.051,62300.054,91187.81,0.0,0.0,0.0,0.0,22.669,22.669,381900.448,726907.529,702970.202,0.0,99.97514649605117,0.0,,23.88331290986074,0.0,0.0
徳島県,360007,2024,98148.121,18586.904,29418.084,50143.133,97394.347,0.0,706.514,0.0,0.0,47.26,47.26,260520.066,536935.883,510835.261,0.7198446519419358,99.2320036366259,0.0,0.0,37.673919904503634,0.2711936976094579,-0.05544891183999889
香川県,370002,2024,82111.452,17199.816,32554.444,32357.192,82111.452,0.0,0.0,0.0,0.0,0.0,0.0,274945.203,491138.881,471173.633,0.0,100.0,0.0,,29.86466070477324,0.0,0.0
愛媛県,380008,2024,130227.675,26114.173,22930.876,81182.626,128687.361,0.0,1540.314,0.0,0.0,0.0,0.0,371359.956,770750.165,746872.509,1.182785456317177,98.81721454368282,0.0,0.0,35.06777532039561,0.4147765463436236,-0.009512718901101058
高知県,390003,2024,52859.829,23448.715,13159.684,16251.43,50303.998,0.0,2279.307,0.0,0.0,276.524,276.524,272660.761,477698.137,467385.536,4.3119833021026235,95.16488976912885,0.0,0.0,19.386665248836447,0.8359497683643595,2.0219026919223304
福岡県,400009,2024,181146.901,67473.636,34357.297,79315.968,162777.638,0.0,18291.986,3432.064,0.0,77.277,77.277,1029808.813,2093699.535,2032626.014,10.09787410053457,89.85946604739321,1.8946302592281166,18.762664699174817,17.590342859106997,1.7762506757649978,0.3677179697165105
佐賀県,410004,2024,64053.631,17482.571,18854.059,27717.001,64002.464,0.0,0.0,0.0,0.0,51.167,51.167,274027.726,540929.298,528311.388,0.0,99.92011850194721,0.0,,23.37487229303213,0.0,0.0
長崎県,420000,2024,98954.941,9767.303,34782.274,54405.364,43452.355,0.0,55502.586,17210.724,0.0,0.0,0.0,396767.336,742790.874,725525.376,56.08874649321452,43.91125350678548,17.392485737523707,31.008868667849093,24.940294228252704,13.988698404346472,9.082152990450403
熊本県,430005,2024,104685.53,1802.838,62797.841,40084.851,60336.719,0.0,44299.619,26191.199,0.0,49.192,49.192,448036.79,922220.421,880334.474,42.31685028484834,57.63615945775887,25.018929550244433,59.12285385569569,23.365387025471726,9.887495846044251,-0.4828404802501325
大分県,440001,2024,83893.701,13525.14,23319.354,47049.207,39835.182,0.0,43596.199,0.0,0.0,462.32,462.32,341106.417,695462.878,659810.364,51.96599801932686,47.48292365835666,0.0,0.0,24.594583044739377,12.780820537890966,2.4458177211672023
宮崎県,450006,2024,138925.635,22226.756,41001.351,75697.528,90254.887,0.0,48533.237,727.636,0.0,137.511,137.511,338128.93,691666.354,666648.696,34.93468789975299,64.96633036804187,0.5237593479417963,1.499252975852404,41.086586409509536,14.353470730824483,21.658306777635467
鹿児島県,460001,2024,127066.077,17599.982,7456.697,102009.398,108692.164,0.0,18341.222,17257.404,0.0,32.691,32.691,489321.864,895408.514,855245.218,14.434396994880075,85.53987544606417,13.581440780610546,94.09080812608886,25.96779059927721,3.74829398589882,2.810739270272169
沖縄県,470007,2024,168161.949,41560.985,38386.547,88214.417,158763.699,0.0,9398.25,5389.717,0.0,0.0,0.0,418842.692,854451.945,839088.656,5.588808916576009,94.411191083424,3.205075245649062,57.34809139999467,40.14919018809095,2.243861521165087,-0.1824714783410517
