決算年度,業務コード,団体コード ,県名,団体名,団体区分,表番号,表名称,行番号,行名称,001:令和4年度末現在高,002:令和5年度・歳出決算額,003:令和5年度・取崩し額,004:令和5年度・歳計剰余金処分によるもの,005:調整額,006:令和5年度末現在高,007:6列の管理状況・現金・預金,008:6列の管理状況・信託,009:6列の管理状況・有価証券,010:6列の管理状況・有価証券・うち地方債,011:6列の管理状況・出資金,012:6列の管理状況・その他
2023,62,430005,熊本県,熊本県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,44702539,16146394,12753250,0,-236,48095447,34031449,0,14015011,7542933,0,48987
2023,62,440001,大分県,大分県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,47931552,10489525,12498863,0,120000,46042214,24013494,0,21751656,0,0,277064
2023,62,450006,宮崎県,宮崎県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,71570734,13027574,8044269,0,374,76554413,63826588,0,12590000,900000,0,137825
2023,62,460001,鹿児島県,鹿児島県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,75238774,21701267,15085849,0,781,81854973,72082188,0,9740227,8656410,0,32558
2023,62,470007,沖縄県,沖縄県,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,72427765,13481834,7061627,0,-48941,78799031,69531781,0,9267250,5558717,0,0
2023,62,合計(全国),,,,31,基金の状況・その1　積立基金現在高の状況,3,積立基金・その他特定目的基金,5218871391,1230577210,727187170,0,314658,5722576089,5131287700,0,525318971,177633209,0,65969418
決算年度,業務コード,団体コード ,県名,団体名,団体区分,表番号,表名称,行番号,行名称,001:令和4年度末現在高,002:令和5年度・歳出決算額,003:令和5年度・取崩し額,004:令和5年度・歳計剰余金処分によるもの,005:調整額,006:令和5年度末現在高,007:6列の管理状況・現金・預金,008:6列の管理状況・信託,009:6列の管理状況・有価証券,010:6列の管理状況・有価証券・うち地方債,011:6列の管理状況・出資金,012:6列の管理状況・その他
2023,62,10006,北海道,北海道,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,136903702,73838660,57780288,0,6739,152968813,146478813,0,6490000,2000000,0,0
2023,62,20001,青森県,青森県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,133467892,20916908,8828464,3756731,12630,149325697,147123710,0,2130000,2130000,0,71987
2023,62,30007,岩手県,岩手県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,111574493,23583085,17500153,0,454520,118111945,0,0,11612076,4040000,0,106499869
2023,62,40002,宮城県,宮城県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,198269012,51688028,44571879,0,2,205385163,193420343,0,11964820,942812,0,0
2023,62,50008,秋田県,秋田県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,68471200,27283063,17770789,0,38919,78022393,76716027,0,1050000,0,0,256366
2023,62,60003,山形県,山形県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,69833844,7594940,6707425,0,-830,70720529,68906156,0,1789445,0,0,24928
2023,62,70009,福島県,福島県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,528471516,76190575,78179887,0,19771,526501975,447885023,0,78494755,2399483,0,122197
2023,62,80004,茨城県,茨城県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,227806778,38444249,38175430,0,-333,228075264,227870905,0,0,0,0,204359
2023,62,90000,栃木県,栃木県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,106635364,32251847,18524151,0,-5267,120357793,111693932,0,8340000,6390000,0,323861
2023,62,100005,群馬県,群馬県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,90593288,43864662,7338005,0,-10320,127109625,124194070,0,2845916,2545916,0,69639
2023,62,110001,埼玉県,埼玉県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,261198036,72407787,48719088,0,0,284886735,107708090,0,177178645,174171524,0,0
2023,62,120006,千葉県,千葉県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,387627269,30286784,13053609,0,1,404860445,404760445,0,100000,0,0,0
2023,62,130001,東京都,東京都,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,2361531791,436364943,204103355,0,0,2593793379,2383898277,0,104115157,0,0,105779945
2023,62,140007,神奈川県,神奈川県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,341147406,121701514,86259437,0,0,376589483,359370190,0,17002196,17002196,0,217097
2023,62,150002,新潟県,新潟県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,112436693,40585896,23817912,0,3392254,132596931,129056396,0,3461402,0,0,79133
2023,62,160008,富山県,富山県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,60666530,12217468,10156324,0,-1311690,61415984,46833613,0,14484314,560000,0,98057
2023,62,170003,石川県,石川県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,135186519,23053879,15913547,932681,2,143259534,142592217,0,10029,0,0,657288
2023,62,180009,福井県,福井県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,36560919,17337275,6663452,0,-695,47234047,46334047,0,900000,0,0,0
2023,62,190004,山梨県,山梨県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,92715389,7786937,4193920,0,140,96308546,87006030,0,9302516,800000,0,0
2023,62,200000,長野県,長野県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,125079606,29027492,15137157,4972000,-8490,143933451,137652021,0,6238774,4328762,0,42656
2023,62,210005,岐阜県,岐阜県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,102223735,14658730,7287946,0,3650,109598169,68107832,0,41490337,29991255,0,0
2023,62,220001,静岡県,静岡県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,141581590,18047740,20862520,0,0,138766810,110715978,0,28050832,17462881,0,0
2023,62,230006,愛知県,愛知県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,375740291,36539404,50095357,0,-9586,362174752,357725591,0,4196504,4196504,0,252657
2023,62,240001,三重県,三重県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,95352551,29597109,26807658,9390000,0,107532002,105416415,0,2115587,2115587,0,0
2023,62,250007,滋賀県,滋賀県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,88514298,13649313,9737719,0,-37808,92388084,89942781,0,2276591,0,0,168712
2023,62,260002,京都府,京都府,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,18999383,20507898,12194873,0,0,27312408,25312696,0,1999712,1200000,0,0
2023,62,270008,大阪府,大阪府,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,475332101,58016843,89760091,18235176,-109317,461714712,453957238,0,5904284,2212473,0,1853190
2023,62,280003,兵庫県,兵庫県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,104886668,47703895,20681172,0,0,131909391,124041494,0,5638000,0,0,2229897
2023,62,290009,奈良県,奈良県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,188313884,8786363,9125279,0,-13730,187961238,153677958,0,34200000,0,0,83280
2023,62,300004,和歌山県,和歌山県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,71325299,19722203,9537551,0,0,81509951,81509951,0,0,0,0,0
2023,62,310000,鳥取県,鳥取県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,62502585,11867496,10828515,0,0,63541566,55084168,0,8457398,8457398,0,0
2023,62,320005,島根県,島根県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,45182681,17086635,9568544,0,-9326,52691446,25428032,0,27263414,3070734,0,0
2023,62,330001,岡山県,岡山県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,109437470,16402729,19639490,0,0,106200709,93120403,0,13080306,8564638,0,0
2023,62,340006,広島県,広島県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,165516030,28520814,32481485,0,16376,161571735,160557972,0,0,0,0,1013763
2023,62,350001,山口県,山口県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,69956104,28068169,23942266,0,1,74082008,74059339,0,0,0,0,22669
2023,62,360007,徳島県,徳島県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,87845803,19931691,16645543,0,-3373,91128578,90376601,0,706514,0,0,45463
2023,62,370002,香川県,香川県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,76237949,12838638,9497382,0,0,79579205,79579205,0,0,0,0,0
2023,62,380008,愛媛県,愛媛県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,115771393,30697176,17279912,0,0,129188657,127648343,0,1540314,0,0,0
2023,62,390003,高知県,高知県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,54360747,5893944,7821195,1836631,22023,54292150,52793355,0,1243334,0,0,255461
2023,62,400009,福岡県,福岡県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,180114721,48618122,53798314,15098300,15365,190048194,171481082,0,18491986,3442064,0,75126
2023,62,410004,佐賀県,佐賀県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,72733802,16542085,13819394,0,-725,75455768,75404032,0,0,0,0,51736
2023,62,420000,長崎県,長崎県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,98537806,16172463,14247882,0,-4,100462383,53238439,0,47223944,19360280,0,0
2023,62,430005,熊本県,熊本県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,108590422,28328543,37968708,0,-236,98950021,56550731,0,42350303,22793095,0,48987
2023,62,440001,大分県,大分県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,81174592,19746101,17002563,0,119999,84038129,42145232,0,41615833,0,0,277064
2023,62,450006,宮崎県,宮崎県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,135574550,36793312,30197227,0,374,142171009,123158019,0,18875165,900000,0,137825
2023,62,460001,鹿児島県,鹿児島県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,100241416,32757809,26128122,0,781,106871884,94416904,0,12422422,11338605,0,32558
2023,62,470007,沖縄県,沖縄県,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,154701838,21404598,15482209,0,-48941,160575286,151308036,0,9267250,5558717,0,0
2023,62,合計(全国),,,,31,基金の状況・その1　積立基金現在高の状況,4,積立基金・合計,8966926956,1845325815,1335833189,54221519,2532876,9533173977,8486258132,0,825920075,357974924,0,220995770
決算年度,業務コード,団体コード ,県名,団体名,団体区分,表番号,表名称,行番号,行名称,001:令和4年度末現在高,002:令和5年度・歳出決算額,003:令和5年度・繰出金,004:調整額,005:令和5年度末現在高,006:5列の管理状況・現金・預金,007:5列の管理状況・信託,008:5列の管理状況・有価証券,009:5列の管理状況・有価証券・うち地方債,010:5列の管理状況・出資金,011:5列の管理状況・土地,012:5列の管理状況・その他
2023,62,10006,北海道,北海道,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,20001,青森県,青森県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,5073000,0,0,0,5073000,5073000,0,0,0,0,0,0
2023,62,30007,岩手県,岩手県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,2200000,0,0,0,2200000,0,0,0,0,0,366483,1833517
2023,62,40002,宮城県,宮城県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,10512001,2106,0,0,10514107,9693068,0,821039,0,0,0,0
2023,62,50008,秋田県,秋田県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,1336204,9,0,0,1336213,652718,0,0,0,0,0,683495
2023,62,60003,山形県,山形県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,6051825,0,0,0,6051825,5097944,0,0,0,0,513015,440866
2023,62,70009,福島県,福島県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,6343733,163,1940000,0,4403896,4141787,0,0,0,0,0,262109
2023,62,80004,茨城県,茨城県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,90000,栃木県,栃木県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,21361685,0,0,0,21361685,13284409,0,3700000,3700000,0,4377276,0
2023,62,100005,群馬県,群馬県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,110001,埼玉県,埼玉県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,20915149,1357373,1310882,0,20961640,20961640,0,0,0,0,0,0
2023,62,120006,千葉県,千葉県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,1800000,0,0,0,1800000,400000,0,0,0,0,0,1400000
2023,62,130001,東京都,東京都,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,140007,神奈川県,神奈川県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,150002,新潟県,新潟県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,1384240,0,0,0,1384240,0,0,0,0,0,1384240,0
2023,62,160008,富山県,富山県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,5842354,2727,58304,0,5786777,5369231,0,0,0,0,417546,0
2023,62,170003,石川県,石川県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,4150908,56,0,0,4150964,3160487,0,0,0,0,0,990477
2023,62,180009,福井県,福井県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,190004,山梨県,山梨県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,6601040,2796,0,0,6603836,2359255,0,0,0,0,4244581,0
2023,62,200000,長野県,長野県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,210005,岐阜県,岐阜県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,11053418,3388,0,0,11056806,7902518,0,0,0,0,0,3154288
2023,62,220001,静岡県,静岡県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,230006,愛知県,愛知県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,240001,三重県,三重県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,250007,滋賀県,滋賀県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,7636509,1487,0,0,7637996,4480624,0,0,0,0,3157372,0
2023,62,260002,京都府,京都府,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,4311542,40,0,0,4311582,1183453,0,0,0,0,3128129,0
2023,62,270008,大阪府,大阪府,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,280003,兵庫県,兵庫県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,290009,奈良県,奈良県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,300004,和歌山県,和歌山県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,17849733,0,0,0,17849733,16747245,0,0,0,0,0,1102488
2023,62,310000,鳥取県,鳥取県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,100000,0,0,0,100000,100000,0,0,0,0,0,0
2023,62,320005,島根県,島根県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,5978322,118,0,1,5978441,5978441,0,0,0,0,0,0
2023,62,330001,岡山県,岡山県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,11914772,585,0,-44578,11870779,3693033,0,0,0,0,8133950,43796
2023,62,340006,広島県,広島県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,350001,山口県,山口県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,2567209,0,0,0,2567209,0,0,0,0,0,2567209,0
2023,62,360007,徳島県,徳島県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,5694194,310,0,0,5694504,3708481,0,0,0,0,1986023,0
2023,62,370002,香川県,香川県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,380008,愛媛県,愛媛県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,6530000,0,0,0,6530000,5998671,0,0,0,0,531329,0
2023,62,390003,高知県,高知県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,400009,福岡県,福岡県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,817490,101,0,0,817591,317904,0,0,0,0,499687,0
2023,62,410004,佐賀県,佐賀県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,6115254,558,0,0,6115812,3750227,0,0,0,0,2034356,331229
2023,62,420000,長崎県,長崎県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,2835439,0,15876,0,2819563,1506480,0,0,0,0,1313083,0
2023,62,430005,熊本県,熊本県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,440001,大分県,大分県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,450307,337,0,0,450644,450644,0,0,0,0,0,0
2023,62,450006,宮崎県,宮崎県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,460001,鹿児島県,鹿児島県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,6000000,0,0,0,6000000,4031240,0,0,0,0,1968760,0
2023,62,470007,沖縄県,沖縄県,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,6329044,127,0,0,6329171,6329171,0,0,0,0,0,0
2023,62,合計(全国),,,,31,基金の状況・その1　積立基金現在高の状況,5,定額運用基金・土地開発基金,189755372,1372281,3325062,-44577,187758014,136371671,0,4521039,3700000,0,36623039,10242265
決算年度,業務コード,団体コード ,県名,団体名,団体区分,表番号,表名称,行番号,行名称,001:令和4年度末現在高,002:令和5年度・歳出決算額,003:令和5年度・繰出金,004:調整額,005:令和5年度末現在高,006:5列の管理状況・現金・預金,007:5列の管理状況・信託,008:5列の管理状況・有価証券,009:5列の管理状況・有価証券・うち地方債,010:5列の管理状況・出資金,011:5列の管理状況・土地,012:5列の管理状況・その他
2023,62,10006,北海道,北海道,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,13028973,0,0,0,13028973,5810768,0,0,0,0,0,7218205
2023,62,20001,青森県,青森県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,7154658,0,0,0,7154658,4303531,0,0,0,0,0,2851127
2023,62,30007,岩手県,岩手県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,29506000,0,995000,0,28511000,30000,0,0,0,0,0,28481000
2023,62,40002,宮城県,宮城県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,8508312,1052,0,-251689,8257675,3877890,0,256914,0,0,0,4122871
2023,62,50008,秋田県,秋田県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,34136460,611493,0,0,34747953,877809,0,0,0,0,0,33870144
2023,62,60003,山形県,山形県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,70009,福島県,福島県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,20097053,10104,4000,0,20103157,8086425,0,0,0,0,0,12016732
2023,62,80004,茨城県,茨城県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,1110429,1,0,0,1110430,985316,0,0,0,0,0,125114
2023,62,90000,栃木県,栃木県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,17941435,0,1000000,0,16941435,7107320,0,0,0,0,0,9834115
2023,62,100005,群馬県,群馬県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,110001,埼玉県,埼玉県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,306776,43,0,0,306819,16819,0,0,0,0,0,290000
2023,62,120006,千葉県,千葉県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,2000000,0,0,0,2000000,2000000,0,0,0,0,0,0
2023,62,130001,東京都,東京都,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,318237496,1210313,1243725,0,318204084,32895785,0,0,0,0,0,285308299
2023,62,140007,神奈川県,神奈川県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,150002,新潟県,新潟県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,255067,19808,19805,0,255070,63306,0,0,0,0,0,191764
2023,62,160008,富山県,富山県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,7811206,96,451124,-1,7360177,4942545,0,0,0,0,0,2417632
2023,62,170003,石川県,石川県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,9617697,0,0,0,9617697,4228227,0,0,0,0,0,5389470
2023,62,180009,福井県,福井県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,13385989,25466,4439830,0,8971625,4978529,0,0,0,0,0,3993096
2023,62,190004,山梨県,山梨県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,3235809,8624,0,0,3244433,640907,0,62677,0,0,14400,2526449
2023,62,200000,長野県,長野県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,200000,0,0,0,200000,200000,0,0,0,0,0,0
2023,62,210005,岐阜県,岐阜県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,1029271,96,0,0,1029367,201497,0,0,0,0,0,827870
2023,62,220001,静岡県,静岡県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,1501850,2542,0,0,1504392,459961,0,0,0,0,0,1044431
2023,62,230006,愛知県,愛知県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,12417472,65687,0,0,12483159,1039123,0,0,0,0,0,11444036
2023,62,240001,三重県,三重県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,250007,滋賀県,滋賀県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,260002,京都府,京都府,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,9485915,0,600000,0,8885915,5472463,0,0,0,0,0,3413452
2023,62,270008,大阪府,大阪府,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,55000,0,0,0,55000,10000,0,0,0,0,0,45000
2023,62,280003,兵庫県,兵庫県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,10730791,1556,0,0,10732347,5678469,0,0,0,0,0,5053878
2023,62,290009,奈良県,奈良県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,386547,27672,27500,0,386719,262763,0,0,0,0,0,123956
2023,62,300004,和歌山県,和歌山県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,310000,鳥取県,鳥取県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,7094720,0,0,0,7094720,6086965,0,0,0,0,0,1007755
2023,62,320005,島根県,島根県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,2000000,0,0,0,2000000,713210,0,0,0,0,0,1286790
2023,62,330001,岡山県,岡山県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,340006,広島県,広島県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,4330987,745,688012,0,3643720,3643720,0,0,0,0,0,0
2023,62,350001,山口県,山口県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,3150258,3934,0,0,3154192,1064846,0,0,0,0,0,2089346
2023,62,360007,徳島県,徳島県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,370002,香川県,香川県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,380008,愛媛県,愛媛県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,21817251,10385,82298,0,21745338,19151162,0,0,0,0,0,2594176
2023,62,390003,高知県,高知県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,4640260,0,0,0,4640260,99837,0,0,0,0,653235,3887188
2023,62,400009,福岡県,福岡県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,16284862,0,0,0,16284862,581426,0,1667936,1667936,0,0,14035500
2023,62,410004,佐賀県,佐賀県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,3118017,866,0,0,3118883,2854141,0,0,0,0,0,264742
2023,62,420000,長崎県,長崎県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,320000,0,0,0,320000,143192,0,0,0,0,0,176808
2023,62,430005,熊本県,熊本県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,224824,911,0,0,225735,225735,0,0,0,0,0,0
2023,62,440001,大分県,大分県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,481472,132,0,0,481604,176784,0,0,0,0,0,304820
2023,62,450006,宮崎県,宮崎県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,0,0,0,0,0,0,0,0,0,0,0,0
2023,62,460001,鹿児島県,鹿児島県,,31,基金の状況・その1　積立基金現在高の状況,6,定額運用基金・その他定額運用基金,0,0,0,0,0,0,0,0,0,0,0,0
